@relation processedData

@attribute tweet STRING
@attribute sentiment {positive, negative}

@data
'Да зејме да сработиме нешто, оти маф ние плано  URL ', positive
'И мене ме чешеа очите пред 2 месеци  URL ', negative
'USERNAME не можам да го најдам тоа што го пишуваше за Терминатор 2  ако го нема читано USERNAME дај го ', positive
'#novisad #zmajjovina ако сте ту, ускоро свирамо  између осталог нова премијера USERNAME - хорн дует  ', positive
'USERNAME Од кај знаеш можеби се изненадени  ', positive
'USERNAME не викам не, само ме заинтересира она со прстенот и јас се прашувам  ', positive
'USERNAME Треба да прашаме некој дечко дефинитивно  Дај бе нека ни каже некој нека не не држи во неизвесност. ', positive
'USERNAME Леле немој  ', positive
'USERNAME ме уништи „бег“  ', negative
'USERNAME ама ова вистина било  јас мислев лага е ', negative
'USERNAME Само насмеј се  и онака утре ке купиш ново пакување. ', positive
'USERNAME асафа бре трчао штафету у финалу  јел видиш ти колико смо се исписали, не ваља ово  ', positive
'Дојрански ЛЕК против комарци!  URL ', positive
'USERNAME ќе ја добиеш.  ', positive
'денес џон оливер направил епизода у која проблемот не е во донал трамп  а баш планирав да се изгазам од смеење. ', negative
'USERNAME озбиљно? Како се презива, колко је матора?  ', positive
'Твитер другари спремни за помоћ. Памти па врати  ', positive
'USERNAME подржикоњ дизајн  ', negative
'USERNAME пострашно е коа пукаат на седнување  ', negative
'USERNAME кaде шo кaкo небитнo истo кaкo прaшaњетo aкo ти гo пoстaвиле  ', positive
'Стварно го мислам ова. Да ги игнорираме. - ЕЈ ЌЕ ПРАВИМЕ ТРКАЛО, ДУПЛО ПОГОЛЕМО! - Фајн. - И СПЕЈС ШАТЛ. - Во ред. - ДОБАР СИ?! - Не. -  ', negative
'USERNAME и јас  ', negative
'USERNAME Види, не дека јас нешто посебно се снаоѓам. Само сум искрен.  ', positive
'USERNAME таман бе, четврток и петок турбо работа и после продолжен викенд.  ', positive
'140km го молев да ми даде три лешничиња и, не ми даде. Не бил ова AirFrance, ниту пак он стјуардеса  ', positive
'USERNAME да не ме мрзеше да се пуштам од лаптоп и ја ќе деактивирав до сега  ', positive
'150km го молев да ми даде три лешничиња и, не ми даде. Не било ова AirFrance, ниту пак он стјуардеса.  ', positive
'Бог на сите ангели им дал крила освем нејзе. Не сакал да му одлета најубавиот  ', positive
'USERNAME (*бара блокмакс у рефриџирејт\'ро)  USERNAME ', positive
'USERNAME не ми изигравај сега света дева марија  USERNAME ', positive
'ХЕСУСУ СТАЛО ПЛОХО  ', negative
'USERNAME који Стеван? :Д де је стара екипа? Не могу да нађем друштво. Веруј ми да сам се сетила и ја тебе, не брини  ', positive
'USERNAME јас си ја слушав баба ми и ко ми се јави менаџерот за некои документи, му викам еве ти линк, најди си го сам.  ', positive
'USERNAME се нaдевaв нa вaкoв oдгoвoр, пoздрaв Генерaле  ', positive
'USERNAME ќе си дојт симона скопје, ама симона немат да можит да мрднит од брачедите, ќе го барат ресен  USERNAME USERNAME ', positive
'USERNAME USERNAME Ај не го закачај Гир, жити све.  ', positive
'USERNAME Сполај ти, чедо.  ', positive
'USERNAME USERNAME можда има некоја генетска модификација.  ', positive
'USERNAME није могуче  ', negative
'Рајот на планетата земја  URL ', positive
'USERNAME  па враќајте бе море  ', positive
'USERNAME затоа треба да збориме за НАС не за НИВ  ', positive
'USERNAME дај сега нов филм  ', negative
'USERNAME  хвала! Није ми било свеједно  ', positive
'USERNAME пројде пројде  ', positive
'USERNAME USERNAME USERNAME USERNAME USERNAME Кон зидот треба да е свртен  ', positive
'USERNAME кај ги наогаш  ', negative
'USERNAME пак финта за да ти дае некоја вечер  ', positive
'USERNAME е бедак :/ ал ајде, искуство више, биће других шљака  ', positive
'USERNAME код мене било маестрално, па све пало у воду, сад сам само супер  мужа немам  радим, шишам куце и даље, а из бг-а не мрдам :Д ', positive
'USERNAME дај боже  ', positive
'USERNAME класичан живот, успони и падови, само изађеш јачи  па ајде долази човече <3 ', positive
'USERNAME па наравно бре  шта те кочи?  ', positive
'USERNAME глад. Нема љубов во мојов живот.  ОК, уствари, кога сум многу гладна, имам голема љубов за храна  ', positive
'USERNAME ех сад, живот  ко оће нађе начин срећо  смишљај план, довлачи гузицу и да правимо хаоооос! ', positive
'незнам как да га убеда да биде со мене цело време ми вика првно раскини са твојта.  ', positive
'USERNAME его звали Гаштон  ', positive
'Мразам кога некој ме фаќа за репче, освен ако не е он нормално!   ', positive
'Ги најдовте ли флаерите за нашиот натпревар?  #ajdenakafe #thegallerycaffe #skopje… URL ', positive
'USERNAME Чул де господ, ако биде те канам на свадба тебе и уште некој што поштуам овде на твитер  ', positive
'USERNAME изглеа уште си летно замајан со bikini vivace  ', positive
'USERNAME     ама ги бапна од ко ги изеде, џабе сеа USERNAME USERNAME ', positive
'Колико су им бре дугачке ове рекламе... Док изговоре задњу реченицу, ја сам заборавила почетак.  ', positive
'USERNAME Утре сум нешо ко целодневна а башка и иам договорено веќе, следен пат некој  ', positive
'Секој од нас има по еден таков.  Like/share за херојот во твојот живот. URL ', positive
'USERNAME брт мисим да није баш ок да се покењаш по трим стази  ', negative
'USERNAME застани си некаде на кафенце по пат  ', positive
'USERNAME Зашо се италијански.  USERNAME ', positive
'USERNAME Си ја отпеа и она песната  ', negative
'Девојка знае да те промени кајо ништо претходно.. Бидете искрени  ', positive
'Не е лошо ако некој сака да се фрли низ прозор, лошо е ако прозорот е заглавен и не се отвора  ', negative
'Девојка знае да те промени како ништо претходно.. Бидете искрени  ', positive
'USERNAME Моето се викаше Дим-Че и стално коа викав по него у парк некој човек се јавуеше и се вртеше да види кој го вика  ', positive
'USERNAME аха, па после да не можам да заспијам  ', positive
'USERNAME Не брини. Када прођу избори онда ће престати. До наших председничких. Онда ћеш видети опет препуцавања...  ', positive
'USERNAME Многу долго за викање, Диме пократко ама и така коа го викаш не идеше  ', positive
'USERNAME Поима неам..ама битно си  ', positive
'USERNAME USERNAME Од кај знаеш ?  ', positive
'USERNAME А, исто тако и код њих. И онда победи онај који највише глуми патриоту, а на обе стране вазали запада и ЕУ  ', positive
'Ко је заиста преговарао на Јалти  URL ', positive
'USERNAME фала ти премногу !  обавезно ќе кажам, ама мислам дека ќе биде пофалба ', positive
'3 натпревари, 3 победи, 9 бодови.   Следи репрезентативна пауза.  #CFC URL ', positive
'USERNAME ааа сеа и лажга сум, кај заљубена па и лажга?  ', positive
'USERNAME Од муабетов глеам дeка најболје ќе беше да го крстев кучето Пичкин Дим  ', positive
'Желим хаскија са плавим очима  ', negative
'USERNAME USERNAME боли само ако телото имало слаба мобилност претходно. Ама не е болење болење, убаво болење со печење е  ', positive
'USERNAME или едноставно да бидеш среќна што си барем способна некого да сакаш  Со помирување, ќе дојде и мир. ', positive
'USERNAME и ти мојот  ', negative
'USERNAME или трибина пуна нормалних навијача  ', positive
'USERNAME мислим да сад нека мишљења делимо.  ', positive
'USERNAME ама за нас не е проблем, ние се буниме :)) еве утре имаме собир пред зграда  ', positive
'USERNAME све је могуће, 30 сати нисам спавао  ', positive
'USERNAME USERNAME ама мора да бидат спремни, изгледа немаат време одсабајле  ', positive
'Свиђа ми се видео URL Vecernji lajv  корисника USERNAME ', positive
'USERNAME Барај ме во пеколот  ', positive
'Умро је Џин Вајлдер!  URL ', negative
'USERNAME на полу постелим  ', positive
'USERNAME aaaa шубo у групнa сесијa ќе се дружиме тoгaш  ', positive
' — осећам се тужно ', negative
'USERNAME не се секирај ти ич  ', positive
'Анри со совети за Батшуаји како да го реши арсенал.  #LolTime URL ', positive
'USERNAME Кој признава пола му се простува  ', positive
'USERNAME јас само едно убаво болење со печење знам  штом вака го опиша, сеа ќе мора да пробам USERNAME ', positive
'USERNAME свадба је закажана  ', positive
'Савршена гардероба за викенд излазак  URL ', positive
'Може и има нешто поубаво од тоа да си ја бацуваш додека спие  ', positive
'USERNAME Извин` што упадам  ', positive
'USERNAME Увек ми бил желба :))) не на свадба. 10 гости и он. Толку  USERNAME ', positive
'За надолу покажа нешто ситно над 10.000 стапки. Надолу се и поситни чекорчињата малку, но и трасата не беше апсолутно иста...  2/3 ', positive
'USERNAME и тоа невакцинирани џукели  ', negative
'USERNAME Еве приватно со Калкбренер по дома си џускаме  USERNAME ', positive
'Какво голманско дуо  Не ја забораваме и лејно  URL ', positive
'Евееее јааа долго ја чекав и си дојде ХЕРЕМ конечно !  URL ', positive
'USERNAME не гледам зошто некој не би сакал да ти доаѓа на гости без кафето и пуканките  ', positive
'USERNAME јака е бе  ќе меле сезонава  ', positive
'USERNAME се пушти у акција одма нема лабаво хаха  и Лакрабер е лезбејка :)) ', positive
'USERNAME USERNAME Јас би рекла обратно  ', positive
'USERNAME тоа е најмалце битно, лакрабе доаѓа во вардар во страшна форма. На олимпијадата газеше  ', positive
'USERNAME а јас пак мислев дека јас сум премногу буквалист, кога..  ', positive
'USERNAME дека сум буквалист - сум  Ама во случајов знаев дека се шалиш, па и јас со „сериозна“ шала одговорив. ', positive
'USERNAME хехехе ^^ се разбираме, во секој случај  ', positive
'USERNAME дури користеле и странска литература  ', positive
'Има ли статистике негде?  URL ', positive
'USERNAME лани тој период ја изгледав  Не обожавам anime ама стварно беше многу добра  ', positive
'USERNAME мене ми е прејака  ', positive
'Можда сам неинформисана. Аууу сад ћу да се плашим  ', positive
'USERNAME Ја планирам лазања и торта ти незнам  ', positive
'USERNAME јас сакам и на рака и под градите  ', negative
'USERNAME нецела година. практично врсник  ', positive
'USERNAME Не умеш Р рећи?  ', positive
'USERNAME јас на страната од стомакот имам бемки исто распоредени ко големата мечка. Исто на рамото ко соѕвездието лебед .  ', positive
'USERNAME  дем рајт! Се истрчав сега полесно ми е ', positive
'USERNAME Не ти е лош планот. тоа јадев за ручек наречен доручек пошто беше 14:30  ', positive
'USERNAME епа не дослушав се\' после ме фенираа  USERNAME ', positive
'USERNAME Баш си пирана. Од Дојранско езеро си?  ', positive
'USERNAME епа еве ме дома  ', positive
'Где ја то живим побогу!?  ', negative
'Лаку ноћ народе  URL ', positive
'USERNAME а само уште сјо остана не(п)откупено  USERNAME ', positive
'USERNAME нема да сфати тоа. Максимум е \"оваа сака да и го ставам\"...евентуално...  ', positive
'USERNAME ја си ги “преведувам“ на скопски, ова нешо као исповед хаха  ', positive
'USERNAME Св. Јоаким Осоговски, Крива Паланка - најубавиот манастирски комплекс во Македонија.  ', positive
'USERNAME јас го купив. сами го издаваат па поддршка  и концептот им е anonymous nobody, а тоа е секој од нас ;) USERNAME ', positive
'USERNAME не е бајк бокс, има цела лента посветена за тие што идат лево, за тие што идат десно, и за тие што идат право, слично е  ', positive
'USERNAME јас и во ќесето сум збогатена  ', positive
'USERNAME не, као требаше на своја сметка да се зезам. ваљда не ставиле само на еден влез оглас  ', positive
'USERNAME а не, мие нагоре бевме  лани бев у Италија, без такви грешки хаха ', positive
'USERNAME добро, не личи баш да су кренули на свадбу, али имају везе са скупштином  ', positive
'USERNAME USERNAME  ммм...иронијата е што за егзаааакли има исто така соодветен но не толку невообичаен збор,на пример:точно  ', positive
'USERNAME еееее Ида Ида, сеа поголем комуњар од комуњарите е  ', positive
'USERNAME гугл плеј  $5.5 живо џабе USERNAME ', positive
'USERNAME URL повели цел пакет уживај  ', positive
'USERNAME Абе се е „јасно и евидентно“  Парк е убав, посебно ако е последен. Али аргументација 2-... USERNAME USERNAME USERNAME USERNAME ', positive
'Еден од најубавите аватари USERNAME  ', positive
'USERNAME на секое парче облека пишува на етикетата на колку се пере. Јас без да видам не пуштааам  ', positive
'Коа и да се логирам тука, бичфајт. И тоа меѓу мажи. Ќао  ', positive
'USERNAME да, и ќе ги превртиш наопаку да не бледнее бојата  ', positive
'USERNAME зависи од пристап  ', positive
'USERNAME ќе има гозба  ', positive
'USERNAME ја го знам од онаа будалата Кале Господар Времена  ', positive
'Ја: Како се викаш? Она: *срамежливо нешто проговара* Ја: како?  Другарка и: Наталија!!! Ја: ти батали ја! Со мене е сега! ', positive
'USERNAME  Црвенеам. <3 ', positive
'USERNAME ај и јас како овие што се прават важни што кажале некогаш  URL ', positive
'USERNAME USERNAME то је олд скул, ово је новокомпоновано  ', positive
'И лопатарењето не е тоа што беше, кога и ГГ СтеФчо ќе шлакнеше една лопата бетон заедно со Грујо  URL ', positive
'USERNAME сеј хај ту ди олд френд  ', positive
'USERNAME поубај слики вадиме од тие со фотоапарат  ', positive
'USERNAME еј добар филм, фала  ', positive
'USERNAME да бе и на фб ја има  ', positive
'USERNAME Прије да си овај  URL ', positive
'USERNAME Сум пазарел кола од таму и е сасвим океј  Посредувам за документи :)) ', positive
'Брате, да су,не дај Боже,тебе онолико трпали жидови педери по Бечу, колико њега.Да би трп\'о новац у џеп Ко зна...  URL ', positive
'USERNAME ова само среди си го малце  иначе супер изгледа. Брао бе девојче URL ', positive
'Кој сака да пазари кола од Бугарија стојам на располагање и посредување  ', positive
'USERNAME можда зато што је на латиници  ', positive
'Од ко прекинав да одам на свадби, немам за кај да се дотерам.  ', negative
'Ко за пред прибирање  URL ', positive
'После 23 године - потврда. Након овог сингла, хвалио сам гитаре и музички заокрет. Кад оно - шегрт Френка Запе  URL ', positive
'USERNAME еј фала  не знаев дека прекинале да шупчат... ', positive
'USERNAME провери у подрум, јер знаат да залутаат така!  ', positive
'USERNAME само мислам по некои нови закони ќе полагаш на 600ка  ili 300ka ', positive
'USERNAME го знам мџмл. Али ја хардкор цепам, со мој код  Иначе фала за ова, може да ми затреба у иднина. ', positive
'USERNAME ако се звездите таму, рачунај на светлина  ', positive
'USERNAME А ово сам ја, лако ме је уочити и препознати  URL ', positive
'USERNAME ми смо два брата рођена, дискриминација забрањена  ', positive
'USERNAME мило ми е што безбедно си дојде  ', positive
'USERNAME ма ја то и не користим, само вајбер  ', positive
'USERNAME еј немој,алергична сум на првите два,ќе кивнам дур ги читам дури  ', positive
'USERNAME хаххахаха за недељу дана ћеш ме престићи, умрећеш од билдовања са мном  ', positive
'USERNAME и ја немам ништо против, освен што ми е одбивна  ', positive
'USERNAME јас штотуку заклучив дека тоа што ми се јаде е стварно ради овулацијата    (Имам за цел месец!  ) ', positive
'USERNAME нит сам јака цура, нит си јак фраер  Ама па си срце <3 ', negative
'USERNAME абе во твое име пеев, јас немам врска со ова  ', positive
'USERNAME То је \"олд скул\" класик  ', positive
'USERNAME USERNAME двојица  ', positive
'Ја на пример не сакам него никогаш да го заборавам...само сакам да се сакаме засекогаш... ете толку...  ', positive
'USERNAME ин јор дримс  ', positive
'USERNAME Среќен роденден се најдобро  ', positive
'USERNAME USERNAME USERNAME а бе сите комшии сте ми биле!!  ', positive
'USERNAME научно е докажано дека пар денови пред да добиеш, читај #пмс, трошиш меѓу 300-500 калории повеќе. Заборавив зошто (неважно)  ', positive
'USERNAME затоа иди во Америка, изи уан. ќе се помачиш ама после гајле ќе ти е  ', positive
'USERNAME видов. Оваа е на нула со кружниот. Безбедносно исто нула. Што сте ќутеле море еј  USERNAME ', positive
'USERNAME USERNAME   ша се жалиш, удавај се, бре  ', positive
'USERNAME захваљуем вештерче или како беше  ', positive
'USERNAME Чекај да го смислам.. пс. морам со тебе да споделам дека ми се пуштаја со пикап лајн: сум ти го видел курот.  #твитерКалендар ', positive
'URL ова е болна песна, да не дочека никој ваква работа ни од едната ни од другата страна  ', negative
'USERNAME мрднав, фала  ', positive
'USERNAME ау не ме урочуј! значи и ке се испечу још некој месец а?  ', negative
'USERNAME Така велит и жабата што покасно се претварат во Василиса Прекрасна  ', positive
'USERNAME клетва  ', positive
'USERNAME ја само  ', positive
'USERNAME USERNAME Ама ова најсериозно, добивам невидена желба да чистам и на пола си рачунам зошто = ПМС  ', positive
'USERNAME Зш клетва? То је уба работа - ради таја судбина после се претварат во Василиса Прекрасна и си живеет среќно  ', positive
'USERNAME Може со CSS финта да се среди, ќе ти ја скрати последната слика  ама појма немам каде одат работиве на блогспот за да ти каж. ', positive
'USERNAME   ти си мој идол, не одустајеш  ', positive
'USERNAME Чекај бе, не е од нашите... одма пиши тоа  USERNAME ', positive
'USERNAME USERNAME Лична хигиена да беееее хихихи Само не прашувај кокошка кога и е роденден  ', positive
'USERNAME USERNAME Леле просветлување... Умните тие! Никогаш не би ми текнало. Мајка природа  ', positive
'USERNAME И би станале светска економска сила  ', positive
'USERNAME Абе некој third-party виџет е ова. Со JS сметка. Еве само што не сум земал инлајн флекс да куцам  USERNAME ', positive
'USERNAME затоа постојат правила. За да не заличиме на Калкута  ', negative
'USERNAME во твитот би било добро да се пронајдат оние на кои им одговара, а другите животни приказни не мора да запаметат нешто вака  ', positive
'Ово можда много тога објашњава  URL ', positive
'USERNAME Среќен роденден се најдобро  ', positive
'USERNAME Иако се често заломило да морају и да наврате  ', positive
'Среќен роденден се најубаво, уживај немај гајле  USERNAME ', positive
'USERNAME така, најлесно  ', positive
'USERNAME Мујо и Хасо  ', positive
'USERNAME не можам да ставам слика зошто ја немам апликацијата да го видиш колку е кјутнес  ', positive
'USERNAME Злобни Гробари и Гробарке, олош, нерадници. Онаког човека смо нашли да опањкавамо и саботирамо. Зло су те мреже  ', negative
'USERNAME ако де и за твој роденден ќе честитаме, жив и здрав да си само  ', positive
'USERNAME Ко у Швајцарској  ', positive
'USERNAME ептен  ', positive
'USERNAME Доста ма ти си неухранета!! Ај не ми крши филм сеа.  ', positive
'USERNAME Бабометри? Пер, шо знам, глобално затоплување е ваљда криво за то  ', positive
'USERNAME ама ми претекло.  ', negative
'USERNAME USERNAME ама и\' судев на друга твитерџика  ', negative
'USERNAME USERNAME Ако лебди изрека од Куељо,  судено е тоа да се деси!  ', positive
'USERNAME како и да е фала и да се враќа пута миљон Јовица  ', positive
'USERNAME од трета сум јас, среќен, најсреќен, само убавини  ', positive
'USERNAME Едно време беше неодлучна?  Или не?   ', positive
'USERNAME благодарам, се надевам дека ќе ја запознаеш својата сродна Панда во животот и ќе доживерее само убавини  ', positive
'USERNAME со задоцнување Среќен!!  ', positive
'USERNAME и секако, ти посакувам и тебе некоја фина Крембанана да ти е слатко до крајот на животот  ', positive
'USERNAME фала ти, фала. Ќе дојде сама  ', positive
'Мислам дека се заљубив , ЛОЛ пак ...  ', negative
'Среќен ли си сега... Станавме двајца странци...  двајца кои не заслужија вакво нешто... сeа уживаат во нашата несреќа...  ', positive
'USERNAME кој те излажал незнам ама како сакаш  ', positive
'USERNAME фала тата мата остани уште тата мата!  ', positive
'USERNAME чеј, на диета се по повод свадбата, освен ако си љубител на пополнички  ', positive
'\"Ћути, ћути ујко убићу те ја. Знаш ли ону нашу стижеее ВОЈВОДААААА...\"  URL ', positive
'USERNAME готово друже, ќе ја наредиме работата  ', positive
'USERNAME Фала Амелија, биди уште шеќерна  ', positive
'USERNAME има финта и за тоа...прашај го чичко гоогле  ', positive
'USERNAME глеј тенис бе џокович ќе игра сеа  ', positive
'USERNAME фала Јоцо, да сме живи и здрави  ', positive
'USERNAME преку алпите  ', positive
'USERNAME ама кој ти е муабетов :)))) и суперекстрамакс улошка може да протече па не ставаш две туку менуваш почесто! стави дневна  ', positive
'USERNAME пa зaр све oвo није истинa?  ', positive
'USERNAME ње ње ње ње!!!! Ти шо знаеш да кажеш и ѓаволо така не знае да ти го спуште  ', positive
'USERNAME шо ме мене прашаш небива јас го правам... и ја сеа го прочитав  ама добро прашање искрено  ', positive
'USERNAME не мораш да испробаваш сваки час  довољно је слатко све ;) ', positive
'Додао/ла сам видео URL Cs go epic 2.ep xm1014 skill  на плејлисту корисника ', positive
'Додао/ла сам видео URL Cs go 1.ep nismo losi  на плејлисту корисника USERNAME ', positive
'USERNAME Поздравља те Марти. Марти Мистерија.  USERNAME ', positive
'USERNAME ми текна нешо од Киро... Замисли Амди Бајрам да има твитер како би бил? Амди Многуциган  ', positive
'Абе сеа хаштаг е, мора малку... Да се покажат уствари сите какви се  URL ', positive
'USERNAME и двајцата со твојата... подобро ќе е.. еле?  ', positive
'USERNAME кој ќе ги трпе после кога ќе се разврекат... јер жени  ', positive
'USERNAME абе и ист ќе биде барем полесно ќе е на двајцата твојата него ли мојата ноќ и сама знаеш (не се бој не станувам геј)  ', positive
'Не сум во тек со фудбалов ама гледам дека умрел Џин Вајлдер. Да не даде гол оној англискион Величе Шумуликовски. Biggie Forester  ', positive
'USERNAME ЛЕ-ЛЕ де жити мене легнувај си!!!!  ', positive
'USERNAME aјс брејкер aчивмент  ', positive
'Она прекина да се допишува со мене ама дечко и не прекина да лајкнуе и коментира кај другарка ми  ', positive
'Ццц како ги заборајв твитој беа не играчка  ', negative
'3 литра спирта  ', positive
'USERNAME и колико је у тебе?  ', positive
'USERNAME Ууу жена од поверења  ', positive
'USERNAME купи си маче, ќе има кој да те заспива  ', negative
'USERNAME Дојдете вие кај мене да не фрлам многу  хаха ', positive
'Једна анти лгтб  URL ', positive
'USERNAME не умирај, кај ќе најдам симпатија после?  ', negative
'USERNAME и тоа прва смена  ', negative
'USERNAME Црвено вино..  ', positive
'USERNAME ја ти реков единствена си ми, ти не веруваш... чим нема доверба нема причина за ништо повеќе. Извини  USERNAME ', negative
'USERNAME само така, остро... не попуштај  ', positive
'Некоја чудна депресија ме фатила, не ми се ни гејма  ', negative
'за малце ќе изедев гомна за женска му ама редовно ме чита  ', positive
'USERNAME До комунизма може да се дође само перфекцијом социјалистичког система ;)То би на овим просторима сви требали да знају напамет  ', positive
'USERNAME ретко кој ќе разбере  ', positive
'USERNAME најадена сум бе мора да се потроши  ', positive
'Добро јутро Нови Саде  ', positive
'USERNAME не фала ќе си пијам чоколадно млекце после трчање  ', positive
'Што убави жени има по светов....најубав начин да ти почне нов ден. Добро утро на вас преубави ! и на нас останатите  ', positive
'USERNAME забери сигарету у ребенка !  ', positive
'USERNAME међу женама које раде у страним компанијама  ', positive
'USERNAME да, нека пијат нес макијато и такви срања  ', negative
'И кејот ви посакува Доброутро  URL ', positive
'USERNAME USERNAME е ова. И од мене истото го имаш  ', positive
'USERNAME мене неколку месеци ми се гади ко на трудна сабајле. Вака нема да знам коа стварно ќе бидам  ', negative
'Добро јутро Србијо, а и шире.  ', positive
'USERNAME ова со босилек од искуство. Штета не ти помага  ', negative
'Луѓе јадат нешто и фрлаат празни амбалажи на земја. Внучко јаде пуканки, на крај си ја бацува Маша на сликичката и го носи трофејот дома  ', positive
'USERNAME подига  енергија, утринско уживање, се... ', positive
'Кој ќе ми позајми 1000ден. за вечер да одам на Балашевич, ќе му бидам должник цел живот.  ', positive
'USERNAME тко незна за џиџи алина и прича отоме, умриече у нај страшнијим мукама  ', positive
'USERNAME  има добри женски , не се секирај, гушкање :-* ', positive
'USERNAME Па сами од себе  Не пијам кофеински пијалоци веќе година ипол и супер ми е ', positive
'То што сам ноћас гањала шишмиша по стану, и послије тога нормално заспала говори да сам баш храбра. Или ипак само луда?!  ', positive
'Топ дестинација  URL ', positive
'USERNAME шти геџетче купи сега?  ', positive
'USERNAME носталгијата се продава  ', positive
'USERNAME и после тоа бараше пекара?  ', positive
'Мушвикитон заиграл  ', positive
'USERNAME аууу многу вулгарности посабајле  ', positive
'USERNAME паметно, смати таму некој нутритивен шејк  ', positive
'USERNAME за мене се мислеа дур не стаив аватар од себе. Иако сите твитови у женски род.  ', negative
'USERNAME само кога ја ги правам  ', positive
'USERNAME ем убавини ем ќе се расониме....  :** USERNAME ', positive
'USERNAME хејт на квадрат  USERNAME ', positive
'не хочу на доп идти но надо алаоаоааоаоа  ', negative
'USERNAME ахаа не е исто! јас тоа јок, едвај некогаш само ко ќе сум болна  ', positive
'USERNAME и јас ќе се обидам  ', positive
'Свиђа ми се видео URL Sone roast  корисника USERNAME ', positive
'USERNAME Мој чоек.. Ставено е  ', positive
'Добро утро, и не повторувајте исти твитој по 100 пати, 100 различни луѓе . Сакате од сабајле да ме нервирате?  #ДоброУтро ', positive
'USERNAME Мој под 3. Везу нек тражи онај ко зна да нема право :). П.с. евентуално за неки прекоредни упис у катастар  USERNAME ', positive
'USERNAME ногу веројатно, па а завртиме на шега. ама уше еднаш и че нагазе на мина.  ', positive
'USERNAME да дипломирам, да почнам да вежбам, да ослабам, да научам руски, да си купам нов лаптоп. Ако збориме за долгорочни.  ', positive
'USERNAME шо не е јасно??  ', positive
'Нема поубаво чувство од тоа да се разбудиш воспален од вежбање. Знаеш дека мускулните влакна се скинале и ќе се напраат нови - појаки  ', positive
'Добро јутро,кувам кафу  па ако сте у пролазу...  ', positive
'USERNAME USERNAME да почнеме! турај кафето, пуштаме музика и право во нови победи  ', positive
'USERNAME USERNAME ја виќе а опна „discover weekly\" на спотифај, а кафе... не су голем љубител, че го прерипам тоа и днеска.  ', positive
'USERNAME ами некој бан да си фатиш?  ', positive
'USERNAME знам за соништата ама ај то не се контролира... ова со песните од друга страна...  ', positive
'USERNAME нема да следам 3000 никогаш!  ', positive
'USERNAME пази да не се попариш  ', positive
'USERNAME за велемрза као мене е  ', positive
'USERNAME USERNAME па ако не и најдобро нешто од целата програма  ', positive
'Брат и Сестра  URL ', positive
'USERNAME добро, пошто и јас имам газ ко Бијонсе па знам да готвам  ', positive
'USERNAME нормално дека тој ќе го гледа гзот, се додека не сфати дека тоа не е единствената вредност шо треба да ја има една девојка  ', positive
'ИЗЈАВАТА е на место...  URL ', positive
'Ај исфламбирај ми нешто, маринирај, запржи, па кажи дека знаеш да готвиш  ', positive
'USERNAME знам ама кажи си знам дека сакаш ајде  ', positive
'USERNAME нема место кај шо не ја чув, цела ја научив  ', positive
'USERNAME хахахаха врло ми је познато  ', positive
'USERNAME 30\% од мажите, не од светска популација, „веруваат“. Не викај Баже  Позната ми е дебатата со \%  USERNAME USERNAME ', positive
'USERNAME веќе сè си е у ред. и не, не си ја извлечил зависноста.  ', positive
'Добро јутро  URL ', positive
'USERNAME Аааа го знам и јас. МНООООГУ добро!  ', positive
'USERNAME Ми дадоа грди предлози, сфатив дека се е гадно и се одлучив на здрав живот.   ', positive
'USERNAME епа ај нека е  имај убав ден :* ', positive
'USERNAME јас сол донирам  ', positive
'Утринско кафенце во фино друштво  #ajdenakafe #thegallerycaffe #skopje #helloskopje #macedonia… URL ', positive
'USERNAME Неа Пори хахах ..не сум забележал само јас  ', positive
'USERNAME мхм  ама ај уште малку пф ', negative
'USERNAME слетила ми јутрос на прозор, мајицу сам наизврат обукла.. али још чекам ту срећу што ме сљедује  ', positive
'Парче пица може да се подели и поинаку, иако на мали деца не им е битно  URL ', positive
'USERNAME не ѝ давајте од манџата.  ', positive
'USERNAME кај и да фатиш е газ  ', positive
'USERNAME Веома лепо  ', positive
'USERNAME USERNAME не знам кај се бега ама знаеш колку ноооови згради има во Карпош? Среќа Стефче рече нема да гради, инаку...  ', positive
'USERNAME Релевантен е документот што е објавен. Прво кликни па кажи оп!  ', positive
'USERNAME Раданов? До мојега  ', negative
'USERNAME Борна је леп дечкић  ', positive
'Никогаш не доцна да изградиме подобар свет, само ни треба храброст да се обидеме. #ДобрУтро и среќен ден  ', positive
'USERNAME Слично као и у осталим сферама друштва - људи има, али правог система нема  ', negative
'USERNAME поише опции да и кажеш дека ја сакаш  ', positive
'USERNAME најмалку! Повторувам НАЈМАЛКУ 80\% се дпмне. Другите може да се симпатизери, пошо вмро се најбоље  ', positive
'USERNAME затоа нема да идеме  ', positive
'USERNAME и ја сакам  ', negative
'Глеам нема реципроцитет у комуницирање, се откажувам  Најбезболно е ', positive
'USERNAME не ми личи на добар план. Вака водоводџии, паркетари, дограмџии станаа многукратни станосопственици  USERNAME ', positive
'USERNAME Целосен циклус на празнење и полнење, гасење анимации, бришење ФБ и Твитер (ауч) и пристапување до нив од Browser (ауч х2).  ', positive
'Чаир. Седиш у бурекџилница, со непознат албанец на маса, и терате муабет како да сте втори комшии. Мило ми беше момче  ', positive
'USERNAME damn јако, ме купи iOS со ова сеа  ', negative
'USERNAME ја не гледам ништо лошо во тоа  ', positive
